Transfer Institution,Transfer Crs,Title,BU Equiv Crs,Catalog Year
1239407  Purdue University,EDPS 105,Academic & Career Plan,IDC. 100,UG12
1239407  Purdue University,EDPS 490,Life Skills Sucess & Leadershp,GEN. ELE,UG13
1239407  Purdue University,EDPS 490,Life Skil: Succss Strat,IDC. 100,UG13
1239407  Purdue University,ENGL 101,English Composition I,ENGL 101,UG14
1239407  Purdue University,ENGL 101,English Composition I,ENGL 101,UG15
1239407  Purdue University,ENGL 104,English Composition I,ENGL 101,UG14
1239407  Purdue University,ENGL 106,First-Year Composition,ENGL 101,UG12
1239407  Purdue University,ENGL 108,Accel First-Yr Compos,ENGL 101,UG11
1239407  Purdue University,ENGL 420,Business Writing,COMM 203,UG13
1239407  Purdue University,ENGL1010,English Composition I,ENGL 101,UG12
1239407  Purdue University,FN   303,Essentials of Nutr,NURS 200,UG12
1239407  Purdue University,HIST 103,Intro to Medieval Wrld,HIST ELE,UG15
1239407  Purdue University,HIST 104,Intro to Modern World,HIST ELE,UG13
1239407  Purdue University,HIST 151,Amer Hist to 1877,HIST 201,UG14
1239407  Purdue University,HIST 152,US Since 1877,HIST 202,UG14
1239407  Purdue University,IT   230,Indus Supply Chain Mgt,GEN. ELE,UG13
1239407  Purdue University,MA   153,Algebra And Trig I,MATH ELE,UG13
1239407  Purdue University,MA   153,Algebra And Trig I,MATH ELE,UG14
1239407  Purdue University,MA   154,Algebra and Trig II,MATH 105,UG14
1239407  Purdue University,MA   154,Algebra and Trig II,MATH 105,UG13
1239407  Purdue University,MA   161,Pl Anly Geo Calc I,MATH 117,UG14
1239407  Purdue University,MA   261,Multivariate Calculus,MATH 216,UG15
1239407  Purdue University,MATH2220,Calculus For Tech II,MATH 118,UG14
1239407  Purdue University,OLS  252,Human Relatn in Organs,GEN. ELE,UG13
1239407  Purdue University,OLS  274,Applied Leadership,GEN. ELE,UG13
1239407  Purdue University,OLS  284,Leadership Principles,GEN. ELE,UG13
1239407  Purdue University,OLS  376,Human Resource Issues,GEN. ELE,UG13
1239407  Purdue University,OLS  386,Ldrshp Organiz Change,GEN. ELE,UG13
1239407  Purdue University,OLS  388,Ldrshp Through Teams,GEN. ELE,UG13
1239407  Purdue University,OLS 2840,Leadership Principles,GEN. ELE,UG14
1239407  Purdue University,PHILP145,Intro Soc & Pol Philos,PHIL ELE,UG14
1239407  Purdue University,PHYS 172,Modern Mechanics,PHYS 205,UG15
1239407  Purdue University,PHYS 220,General Physics,PHYS 101,UG14
1239407  Purdue University,PHYS 221,General Physics,PHYS 202,UG14
1239407  Purdue University,PSY  120,Elementary Psychology,PSYC 103,UG14
1239407  Purdue University,PSY  120,Elementary Psychology,PSYC 103,UG15
1239407  Purdue University,PSY  120,Elementary Psychology,PSYC 103,UG12
1239407  Purdue University,PSY  222,Intro Behvr Neurosci,PSYC ELE,UG12
1239407  Purdue University,PSY  350,Abnormal Psychology,PSYC 304,UG12
1239407  Purdue University,SOC  100,Intro Sociology,SOC. 101,UG13
1239407  Purdue University,SOC  220,Social Problems,SOC. 201,UG12
1239407  Purdue University,SOC  310,Rac & Ethn Diversity,SOC. ELU,UG13
1239407  Purdue University,STAT1130,Statistics & Society,MATH 200,UG15
1239407  Purdue University,TECH 120,Technology and the Individual,GEN. ELE,UG13
94969  Randolph-Macon Woman's College,DANC 231,Intermd Dance Tch,THEA ELE,UG14
94969  Randolph-Macon Woman's College,FREN 101,Elementary French,FREN 101,UG14
94969  Randolph-Macon Woman's College,MATH 113,College Algebra,MATH 105,UG14
82057  Raritan Valley Community College,CHEM 102,Introduction to Chimistry,CHEM 109,UG12
1124777  Red Deer College,ENGL 219,Essay Compos & Critical Read,ENGL ELE,UG13
1124777  Red Deer College,KDNC 200,Spectrum of Dance in Society,EXSC ELE,UG13
1124777  Red Deer College,KNSS 201,Biomechanics,EXSC ELE,UG13
1124777  Red Deer College,KNSS 203,Skill Acquisition Performance,EXSC ELE,UG13
1124777  Red Deer College,KNSS 209,Measurement and Evaluation,EXSC ELE,UG13
1124777  Red Deer College,KNSS 210,Fitness Wellness Theory Practi,EXSC ELE,UG13
1124777  Red Deer College,KNSS 253,Psychological Sport Performanc,EXSC ELE,UG13
1124777  Red Deer College,KNSS 270,Leadership Instruction in PE,EXSC ELE,UG13
89576  Red Rocks Community College,HPR  106,Law & Ethics for Health Prof,GEN. ELE,UG14
89576  Red Rocks Community College,HPR  178,Medical Terminology,GEN. ELE,UG14
89576  Red Rocks Community College,MOT  110,Medical office Administration,GEN. ELE,UG14
89576  Red Rocks Community College,MOT  136,Intro to Clinical Skills,GEN. ELE,UG14
89576  Red Rocks Community College,PSY  101,General Psychology I,PSYC 103,UG14
70912  Richland Community College,COMM 101,Public Speaking,COMM 103,UG12
70912  Richland Community College,ENGL 101,Composition I,ENGL 101,UG14
70912  Richland Community College,ENGL 102,Composition II,ENGL ELE,UG14
81626  Rider College,CR   109,Chapel Choir,MUSE 123,UG13
81626  Rider College,CR   209,Schola Cantorum,MUSE 113,UG13
81626  Rider College,DAN  350,"Hist Ballet, Modrn&Jazz Dance",GEN. ELE,UG13
81626  Rider College,HIS  151,World History Since 1500,HIST 117,UG13
81626  Rider College,ME   171,Critical Pedagogy I,MUSC ELE,UG13
81626  Rider College,ME   187,Instrumen Music: Strings,MUSC ELE,UG13
81626  Rider College,ME   188,Instrumen Music: Winds/Perc,MUSC ELE,UG13
81626  Rider College,ME   587,Music in Special Educ,MUSC ELE,UG13
81626  Rider College,ME   595,Assessing Music Learning,MUSC ELE,UG13
81626  Rider College,MH   247,Music Historiography I,MUSC ELE,UG13
81626  Rider College,MUS  106,Survey of Music History II,MUSC ELE,UG13
81626  Rider College,MUS  111,Music Theory,MUSC 102,UG13
81626  Rider College,MUS  128,Choir,MUSE 116,UG13
81626  Rider College,MUS 111L,Music Theory II Lab,MUSC ELE,UG13
81626  Rider College,PI   104,Piano Secondary II,MUSI 111,UG13
81626  Rider College,PI   204,Piano Secondary ME/SM,MUSI 111,UG13
81626  Rider College,PSY  230,Child Development,PSYC ELE,UG13
81626  Rider College,SOW  200,Social Services & Social Work,S.S. ELE,UG13
81626  Rider College,TH   141,Musicianship I,GEN. ELE,UG13
81626  Rider College,THE  106,Theatre History Since 1700,THEA 240,UG13
81626  Rider College,VC   101,Voice Primary,MUSI 115,UG13
81626  Rider College,VC   115,English & Ltalian Diction,MUSC ELE,UG13
81626  Rider College,VC  101A,Voice Primary,MUSI 115,UG13
71161  Rio Salado Community College,PSY  101,Introduction to Psychology,PSYC 103,UG14
71161  Rio Salado Community College,SPA  101,Elementary Spanish I,SPAN 101,UG14
71161  Rio Salado Community College,SPA  102,Elementary Spanish II,SPAN 102,UG14
75547  Roane State Community College,ARTH 103,Art Appreciation,ART. GER,UG12
75547  Roane State Community College,BIOL 201,Human Anat & Phys I,GEN. ELE,UG11
75547  Roane State Community College,BIOL 202,Human Anat & Phys II,BIOL 109,UG11
75547  Roane State Community College,BIOL 223,Microbiology,BIOL 202,UG11
75547  Roane State Community College,CHEM 111,General Chemistry I,CHEM 103,UG12
75547  Roane State Community College,CHEM 112,General Chemistry II,CHEM 104,UG12
75547  Roane State Community College,CST  156,Beg Internet,C.S. ELE,UG11
75547  Roane State Community College,ENGL 211,Surv of American Lit I,ENGL 207,UG12
75547  Roane State Community College,ENGL1010,Composition I,ENGL 101,UG14
75547  Roane State Community College,ENGL1020,Composition II,ENGL ELE,UG14
75547  Roane State Community College,HIST 201,Survey of US History I,HIST 201,UG12
75547  Roane State Community College,HIST 202,Survey of US History II,HIST 202,UG12
75547  Roane State Community College,MATH 205,Probability & Statistics,MATH 205,UG11
75547  Roane State Community College,MATH1730,PreCalculus,MATH 116,UG14
75547  Roane State Community College,MATH1910,Calculus I,MATH 117,UG14
75547  Roane State Community College,MATH1920,Calculus II,MATH 118,UG14
75547  Roane State Community College,NSG  102,Nursing Externship II,NURS ELE,UG11
75547  Roane State Community College,NSG  105,Foundations for Nursing Prac,NURS ELE,UG11
75547  Roane State Community College,NSG  107,Care of Childbearing Family,NURS ELE,UG11
75547  Roane State Community College,NSG  109,Adult & Child Health I,NURS ELE,UG11
75547  Roane State Community College,NSG  118,Pharmacology,NURS ELE,UG11
75547  Roane State Community College,NSG  210,Adult & Child Health II,NURS ELE,UG11
75547  Roane State Community College,NSG  212,Psychosocial Nursing,NURS ELE,UG11
75547  Roane State Community College,NSG  215,Transitions Nurse Prac,NURS ELE,UG11
75547  Roane State Community College,PHIL 103,Introduction to Philosophy,PHIL 160,UG12
75547  Roane State Community College,PSY  220,Developmental Psych,PSYC 218,UG11
75547  Roane State Community College,SPCH 101,Fundamentals of Speech Comm,COMM 103,UG12
81634  Robert Morris University,COSK1220,Reading & Writing Strategies,ENGL 101,UG14
81634  Robert Morris University,COSK1221,Argument and Research,ENGL ELE,UG14
81634  Robert Morris University,DRAW 100,Drawing I: Form and Space,ART. 101,UG14
81634  Robert Morris University,ELIT1040,Reading Lit:Coming of Age,ENGL GER,UG14
81634  Robert Morris University,FYSP1000,First Year Studies Seminar,IDC. 100,UG14
81634  Robert Morris University,HIST1100,United States History I,HIST 201,UG14
81634  Robert Morris University,HUMA1010,Humanities: Art and Music,F.A. GER,UG14
81634  Robert Morris University,INFS1020,Intro Decision Support Systems,GEN. ELE,UG14
81634  Robert Morris University,PSYC1010,General Psychology,PSYC 103,UG14
81634  Robert Morris University,SOCI1010,Principles of Sociology,SOC. 101,UG14
81628  Rochester Institute of Technolog,ARTH 135,Surv of West Art and Archit I,ARTH 201,UG14
81628  Rochester Institute of Technolog,ARTH 136,Surv of West Art and Archit II,ARTH 202,UG14
81628  Rochester Institute of Technolog,FDTN 111,Drawing I,ART. 101,UG14
81628  Rochester Institute of Technolog,FDTN 121,2D Design I,ART. 211,UG14
81628  Rochester Institute of Technolog,FDTN 122,2d Design II,ART. ELE,UG14
81628  Rochester Institute of Technolog,FDTN 131,3D Design I,ART. 230,UG14
81628  Rochester Institute of Technolog,FDTN 132,3d Design I,ART. ELE,UG14
81628  Rochester Institute of Technolog,IDDE 102,Design Drawing,ART. ELE,UG14
81628  Rochester Institute of Technolog,IDDE 201,Sophmore ID Studio I,ART. ELE,UG14
81628  Rochester Institute of Technolog,IDDE 206,ID Form,ART. ELE,UG14
81628  Rochester Institute of Technolog,IDDE 207,ID Digital Drawing,ART. ELE,UG14
81628  Rochester Institute of Technolog,IDDE 221,History of Industrial Design,ART. ELE,UG14
81628  Rochester Institute of Technolog,PSYC 101,Introduction to Psychology,PSYC 103,UG14
81628  Rochester Institute of Technolog,STSO 240,Social Consequences of Tech.,GEN. ELE,UG14
81628  Rochester Institute of Technolog,UWRT 150,FYW: Writing Seminar,ENGL 101,UG14
75561  Rock Valley College,AST  202,Introduction to Astronomy,PHYS 105,UG12
75561  Rock Valley College,BIO  103,Introductory Life Science,BIOL ELE,UG12
75561  Rock Valley College,BIO  210,Introductory Field Botany,BIOL 112,UG12
75561  Rock Valley College,ECO  111,Principles of Economics: Micro,ECON 111,UG12
75561  Rock Valley College,FRN  101,Beginning French,FREN 101,UG12
75561  Rock Valley College,FRN  102,Continuatn of Begng French,FREN 102,UG12
75561  Rock Valley College,GRM  101,Beginning German,GERM 101,UG12
75561  Rock Valley College,HST  172,History of Middle East to 1453,HIST ELE,UG12
75561  Rock Valley College,HUM  111,Intro to Humanities I,HUM. ELE,UG12
75561  Rock Valley College,MTH  120,College Algebra,MATH 105,UG12
75561  Rock Valley College,MTH  135,Calculus W/Analytic Geom I,MATH 117,UG15
75561  Rock Valley College,MTH  220,Elements of Statistics,MATH 205,UG12
75561  Rock Valley College,MUS  102,Intro to Music Literature,MUSC 200,UG12
75561  Rock Valley College,MUS  131,Class Piano I,MUSI 100,UG12
75561  Rock Valley College,PHL  255,Logic,PHIL ELE,UG12
75561  Rock Valley College,SPH  131,Fundamentals of Communic,COMM 103,UG12
75561  Rock Valley College,SPN  101,Beginning Spanish,SPAN 101,UG12
75561  Rock Valley College,SPN  102,Continuatn of Begng Spanish,SPAN 102,UG12
75561  Rock Valley College,SPN  203,Intermediate Spanish,SPAN 201,UG12
75561  Rock Valley College,SPN  204,Continue Intermediate Spanish,SPAN 202,UG12
148582  Rockhurst University Continuing,BL  2929,Cell Basis for Human Anat/Phys,BIOL ELE,UG14
148582  Rockhurst University Continuing,CH  1050,Principles of Genral Chemistry,CHEM GER,UG14
148582  Rockhurst University Continuing,CH  1060,Prncpls of Gnrl Chemistry Lab,CHEM ELE,UG14
148582  Rockhurst University Continuing,CJ  1000,Intro Criminal Justice,CJS. 210,UG14
148582  Rockhurst University Continuing,EN  1110,College Composition I,ENGL 101,UG14
148582  Rockhurst University Continuing,FR 1070S,Elementary French I,FREN 101,UG14
148582  Rockhurst University Continuing,FR 1080S,Elementary French II,FREN 102,UG14
148582  Rockhurst University Continuing,HS  1100,Survey Western Civilization I,HIST 116,UG14
148582  Rockhurst University Continuing,NS  1000,Freshman in Science Seminar,IDC. 100,UG14
148582  Rockhurst University Continuing,PY  1000,Introduction to Psychology,PSYC 103,UG14
148582  Rockhurst University Continuing,TH  1000,Christianity I: Foundations,THEO ELE,UG14
81633  Rockland Community College,BIO  150,Human Sexuality,BIOL ELE,UG13
81633  Rockland Community College,ENG  102,English Comp II Honor,ENGL ELE,UG13
81633  Rockland Community College,ENG  232,Childrens Literature,ENGL GER,UG13
81633  Rockland Community College,ENG  910,Theory & Practice Research,ENGL ELE,UG13
81633  Rockland Community College,FIN  201,Entrepreneurial Finance,FINA 315,UG13
81633  Rockland Community College,GEO  210,Physical Geography,S.S. ELE,UG13
81633  Rockland Community College,HIS  102,Western Civ II Honors,HIST 117,UG13
81633  Rockland Community College,MAT  125,Statistics,MATH 205,UG13
81633  Rockland Community College,MUS  202,Harmony,MUSC GER,UG13
81633  Rockland Community College,MUS  261,Applied Music-Voice,MUSI 115,UG13
81633  Rockland Community College,MUS  601,Appr Lrn Cont,MUSC ELE,UG13
81633  Rockland Community College,SPE  101,Fund of Speech Honors,COMM 103,UG13
1112882  Roehampton University,ENG N251,Early C20th Literature,ENGL 200,UG13
75556  Rose-Hulman Institute of Technol,CLSK 100,College & Life Skills,IDC. 100,UG11
75556  Rose-Hulman Institute of Technol,EM   103,Introduction to Design,GEN. ELE,UG11
75556  Rose-Hulman Institute of Technol,EM   104,Graphical Communications,GEN. ELE,UG11
75556  Rose-Hulman Institute of Technol,EM   121,Statics & Mechanics of Matls I,GEN. ELE,UG11
75556  Rose-Hulman Institute of Technol,MA   101,Introductory Calculus,MATH ELE,UG11
75556  Rose-Hulman Institute of Technol,MA   102,Differential Calculus,MATH 117,UG11
75556  Rose-Hulman Institute of Technol,MA   112,Calculus II,MATH 118,UG11
75556  Rose-Hulman Institute of Technol,MA   113,Calculus III,MATH 216,UG11
75556  Rose-Hulman Institute of Technol,ME   123,Computer Applications I,C.S. 116,UG11
75556  Rose-Hulman Institute of Technol,PH   111,Physics I,PHYS 205,UG11
75556  Rose-Hulman Institute of Technol,PH   112,Physics II,PHYS 206,UG11
75556  Rose-Hulman Institute of Technol,PH   113,Physics III,PHYS ELE,UG11
75556  Rose-Hulman Institute of Technol,RH   131,Rhetoric and Composition,ENGL 101,UG11
75556  Rose-Hulman Institute of Technol,SP   111,Spanish Language & Culture I,SPAN 101,UG11
75556  Rose-Hulman Institute of Technol,SV   234,The American Dream,IDC. 200,UG11
80364  Rowan University,ALH  102,Medical Terminology,GEN. ELE,UG15
80364  Rowan University,BIO  101,General Biology I,BIOL 115,UG15
80364  Rowan University,BIO  102,General Biology II,BIOL 117,UG15
80364  Rowan University,BIO  105,Anatomy & Physiology I,BIOL 108,UG15
80364  Rowan University,BIO  106,Anatomy & Physiology II,BIOL 109,UG15
80364  Rowan University,CIS  102,Introduction to Computers,C.S. 116,UG15
80364  Rowan University,COM  101,English Composition I,ENGL 101,UG15
80364  Rowan University,ENG  102,English Composition II,ENGL ELE,UG15
80364  Rowan University,HIS  102,Hist of Western Civ II,HIST 117,UG15
80364  Rowan University,MAT  103,Statistics,MATH 205,UG15
80364  Rowan University,MDLS 200,Microbiology,MDLS 200,UG15
80364  Rowan University,PHI  101,Introduction to Philosophy I,PHIL 160,UG15
80364  Rowan University,PHI  104,Ethics,PHIL 301,UG15
80364  Rowan University,PSY  101,General Psychology,PSYC 103,UG15
80364  Rowan University,PSY  211,Psy. of Human Development,PSYC 218,UG15
80364  Rowan University,SOC  101,Principles of Sociology,SOC. 101,UG15
83183  Rush University,NRS  586,Intro Multivariate Statistics,NURS 808,GR14
83183  Rush University,NRS  604,Dev Prof Writing Skills,NURS 801,GR14
83183  Rush University,NRS  661,Developing a Leadership Plan,NURS 639,GR14
83183  Rush University,NRS  662,Examining Core Ldrshp Comp,NURS ELE,GR14
83183  Rush University,NRS  689,Devlp Grantsmanship Skills I,NURS 802,GR14
83183  Rush University,NUR  567,Applied Epidemiology,NURS 816,GR14
76062  S. Illinois Univ at Edwardsville,KIN  350,Exercise Physiology,EXSC 240,UG14
93195  Saddleback College,ART   20,Art Appreciation,ART. GER,UG14
93195  Saddleback College,EDUC  90,Explore in K-12 Educa,EDUC 220,UG14
93195  Saddleback College,EDUC 118,Exceptional Chldrn,EDUC ELE,UG14
93195  Saddleback College,EDUC 131,Educ. Psychology,EDUC 102,UG14
93195  Saddleback College,ENG  142,Children's Literature,ENGL GER,UG14
93195  Saddleback College,GEOG   1,Physical Geography,N.S. GER,UG14
93195  Saddleback College,GEOG  1L,Physical Geography Lab,N.S. ELE,UG14
